#ordinal	x	y	z	name	classtag	bodies
2111	3973200	-4221255	-548021	IMPOSSIBLE	1	5,8,10,12
2113	4179984	-4032638	-261139	OUT OF GAS	6	
2114	4193552	-4028711	290780	QUATERNARY A	8	1,3,4,21,22,23,30
2127	4473200	-4628644	-1188645	VERNE	1	49
2128	2146064	-2235789	-296096	TACITA	0	3,5,17
2140	1677136	-2175648	-46363	REBOOT	9	1,2,3,4,5,6,7,8,9,10,11,12,13,55
2147	1877136	-2242805	-280969	WELLS	5	
2148	3552848	-4233415	-1467931	PYRO'S STAR	3	1
2151	2005360	-4593961	-2537800	DAINICHI	0	4
2153	659632	-127249	1786696	GODSPEED	0	1,2,3,4
2186	3208208	-4136752	-1650948	DOC'S TRUCKSTOP STAR	6	
2187	2456784	-3449420	-2122039	GOD'S HAND	0	1,2,3,4,5,6,7,8,9
2197	4779984	-4243323	-1040694	TIPHAINE	0	1
2199	5248912	-4247794	-1222268	AYEUR	0	
2200	4855696	-4227844	-714594	LIZERJA	0	
2201	5069264	-4218499	-121843	LI+ZLI	6	
2202	4786768	-4371191	-719039	MARKVERMOTTE	0	
2203	4262480	-4297307	380227	DEULHIA	0	1
2204	3817840	-4285005	246314	AVIALA	0	5
2206	3893552	-4278849	633851	NADALIA	0	
2207	3442128	-4130971	176633	GRYNNAA	0	3
2209	-450000	-17755	572308	NOSYEUR	0	
2210	-91792	-28689	1674230	ASIMOV'S LAIR	0	3
2211	-129648	-35701	1371216	LLUKEPOINT	0	
2212	8208	-36174	1539328	CASIRIMI	0	1,2,3,4
2213	43216	-194196	-309558	NAVRADA	0	
2214	-325712	-231538	-12785	NIDFORSPID	0	
2215	-601424	-221860	-411711	GLADYS	0	2,3,4,5,6,13,19
2218	4097488	-4532993	-1286405	TANK STELA	6	
2219	3866416	-4622974	-953228	SMILJANA	0	2,5,6,7,26,27
2226	4473200	-4428644	-1191852	CAMEL9	6	
2227	4028560	-4341484	-1331484	CECILY	1	7,12,17
2229	4142128	-5082625	-566677	CEC	0	3,12,21,28
2235	3766416	-5077313	-924962	INONOMA	11	2
2241	5262480	-4336210	-502049	CORTA'YO	0	1,2
2244	5476048	-4366316	-28049	ST'TAKSI	0	1,2
2248	5169264	-4383567	-129735	ST'ZEB'HUL-ON	0	1,2,3,4,5,6,7
2253	3355696	-4169919	794913	IMMEMORY	0	1,2,3
2257	4893552	-3826601	-384525	DARK ADAPTATION	1	1,2,3,4,5,6,7,8
2269	3804272	-4198014	-595760	TAHNGARTH	6	
2271	1659632	-114730	793578	SOTELYA	0	4
2278	3890704	-4420850	-1491247	PAULON	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2284	4411056	-4582815	-757700	FIREFLY	10	1,2
2287	4479984	-4934365	-769964	TIRENTE	10	1
2295	4479984	-5134365	-725610	RAIDEN	4	1,2,3,4,5,6,18
2301	4317840	-5176347	-243938	BLU	7	
2302	4324624	-5232930	138604	GARAAN	5	
2303	4469264	-5265950	494019	JARN	8	
2306	4055696	-5346452	377776	ZORN	0	1,2,3,6
2309	4262480	-5376216	477371	LARUNE	0	1,2,3,8,9,10,39
2317	3869264	-5844472	1115467	DIANE	0	1,2
2320	3824624	-5929346	628416	SINNEY	0	9,10,11,33
2325	3462480	-6134435	1303272	WOTAN	0	1
2327	2931408	-6222148	1891299	EMPTY	0	
2328	2938192	-6236203	2326941	BRIEN	0	1,2,3,4,5,6,7,8
2340	4077136	-4486435	-2291692	WARANAS	0	1,3,4
2344	1656784	1904	-1129246	LISTA 4	6	
2345	2018928	35086	-1819660	SUPER	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38
2346	2550000	29419	-2380940	ALIBI	8	
2347	3512144	22540	-3721022	LISTA 5	6	
2348	4143216	69678	-4404773	BRUCINE	2	1,2
2351	4774288	88467	-5061867	SD LITTERBOX	0	1,2,3,4,5,6,7,8,9,10,11
2363	4936432	65419	-5578437	LISTA 6	6	
2431	1670352	-2252727	-258382	MURCHISON'S EYE	3	6,17
2434	3948912	-4353743	29276	GLENGOS	3	2
2435	4469264	-4587862	757049	CS-31	6	
2436	4476048	-4648525	1139478	RR-82	0	1,3
2439	4200336	-5681208	670626	SEPTOS	5	1
2441	4707120	-5664832	598338	GENIA	0	3
2444	3159632	-4649345	-651088	SYDRIS	0	1,3
2445	2446064	-4929519	-588808	RHYDOS	0	3
2447	2077136	-4941035	-475338	MITHRIL	6	
2449	2346064	-5131609	-479817	MARI	0	3
2450	-163568	-102358	-429910	FREEP	6	
2451	2514992	-4443928	-605468	ESSO	6	
2452	1714992	-4334394	207024	FENNBRIDGE	4	
2453	1639280	-4295194	-192315	DONMARTIN	3	
2454	2570352	-4204679	-1204051	SINCLAIR	6	
2455	3160720	-4132452	-4243297	JOLLIGINKI	8	17,28
2458	2478224	-4137036	-4434968	ARCO	6	
2459	2560720	-4324092	-3683165	EISENHERZ	0	3
2461	4043216	-4320747	-4282607	JACKPOT	0	4,5,7,15,17,23
2468	4163568	-4304169	-3430689	NIGHTFALL	8	
2469	4470352	-4327919	-3283633	FENWICK	4	3,10
2471	5177136	-4515695	-3362491	MARKLAND	1	17,27
2474	4187856	-4758060	-3857377	GREASYKIDSTUFF	8	3,4,5,7,9,20,21,27
2475	36432	-433110	-621435	DESOLATION	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2501	5824624	-3443681	-1387119	NOTHING	0	
2502	6476048	-3466443	-819832	SLEEP	6	
2505	-325712	-361387	-164300	ROJOSOL	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2519	118928	-354763	160959	LONENLUS	6	
2559	4535344	-5346215	-1341121	BLUE CITRINO	7	
2560	4528560	-5391346	-1821751	QUICK STAR	0	4
2562	4390704	-5394299	-2041809	PHOROUS	0	1,4
2565	4566416	-5635813	-1655322	BLUE KARMA	2	
2566	4114992	-5625140	-2241123	BLUE CALX	2	3,5
2569	4759632	-5627311	-2059434	FATALIST	11	
2570	4835344	-5626190	-1638499	LICHEN	0	3
2572	5155696	-4727943	-820349	OBLIVION	3	4,5,13,17,22,25,28
2580	4755696	-4689030	-619630	SOLUS	0	
2581	4662480	-5105071	-47990	SOLUS II	0	
2582	4969264	-5122360	80050	MONUMENT	0	4
2585	4255696	-5026031	-66654	LOST PASSION	0	5
2586	3566416	-4423957	-437988	TANDRA	0	3
2592	-132496	3272	-631914	QWERT	0	
2593	-421776	-275554	-1607571	DSDGSD	7	
2594	-904272	-504804	-2225571	AAAAAAGH	10	
2595	1608208	-2420927	-98459	KAREN'S DREAM	0	1,2,3
2600	-256784	-127615	15421	TREMIRE	0	4
2603	1808208	-2604825	-242513	SILUS	0	3,5
2605	1852848	-2665639	193509	ZOBROK	6	
2613	363568	-105380	678168	ANGEL	4	1,2,3,4,5,6,7,8
2618	494640	-71584	161522	TEXACO	6	
2619	570352	-82257	668065	ALEIA	3	1,2
2622	4152848	-4542401	-1914748	MULTIPLICA	8	
2623	3908208	-4533788	-2386804	BLUE BALL	11	1
2625	4559632	-4547912	-1942346	BLUE SISTERS	8	
2626	5173200	-4530193	-1742258	CHEVRON 2	6	
2627	3408208	-4220650	-1855031	JIMMY	0	1,2,3,4,5,6,7,8,9,10
2636	3177136	-4191473	-1547012	QUADRUBY	8	1,2,3,4,5,6,7,9
2663	4166416	-4303058	-1074192	XNO4	6	
2664	5211056	-4249377	-1602231	FORMIDABLE	11	1,2,3,4,5
