#ordinal	x	y	z	name	classtag	bodies
5353	-232496	-5408	-626112	LAN STAR GALAXIA	0	4,10,15
5355	3973200	-4821255	-456559	COLD PS	5	1,3
5358	4124624	-5257711	354740	X	3	1,2,3,4,5
5363	4169264	-5339675	867244	STALIN	6	
5364	3655696	-5455290	543143	LIGHTER	1	1,2,3
5368	74288	-47959	-394282	LENASD	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
5378	-201424	-128450	-729400	AISHE	5	
5379	43216	-294196	-338795	YONKO	0	1
5381	5360	-336337	-613214	LAINOS	0	1,2,3,4,5,6,7,8,9,12
5393	243216	-551201	-480284	DOUBLE	8	1,2,3,4,21,25
5398	4335344	-4895159	-1181800	AXIS EVKLID	0	1,2,3,4,5,6,7,8,9
5408	4611056	-4874456	-984774	SARASAR	11	
5409	3159632	-4261048	-540412	REANA	10	1
5412	3066416	-4264474	-181197	DEFO	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
5429	3404272	-4298312	-206727	KOBURG	11	1,2,3,4
5434	3579984	-4607492	169632	BULGARIA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14
5449	3273200	-4643550	-27133	JEREMY	4	1,2,3,4
5454	3166416	-4641207	-262854	LEINOS	9	
5455	2821776	-4685513	-444062	FREON	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5472	2659632	-5047014	-45246	GERISAT	4	1,2,3,4,5,6,9,10
5481	2359632	-5058003	162880	VERON	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
5500	2052848	-5104453	-23351	SAVER	6	
5528	1921776	-5044011	466387	MIKOS	10	1,2
5531	1383920	-5102252	557940	LIA	11	1,2
5534	1759632	-5074183	860417	LEPTA	5	1,2
5537	1077136	-5101958	671110	GRAVITY	7	
5538	270352	-5086437	857022	LUTAR	1	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5559	652848	-5094897	1459881	RIO	3	1,2,3,4,5,6,7,8,16,17,18,19,20,21,22,23,24
5577	52848	-5109527	1966880	SKRAT	11	1,2
5580	735344	-5093662	2409548	POSTER	2	
5581	-40368	-5083976	2470886	MUMU	4	1,2,3,17,18,19,20,21,22,23,24
5594	167504	-9588	-1095583	LAN STAR NOVA2	0	7
5598	4066416	-4519160	-940136	XNO13	6	
5599	4817840	-4567690	-774077	TROUBLED	0	1,2,3,4,5,6
5646	3979984	-4619436	-235715	MINOR RICHES	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
5676	-1211056	-7738262	-2314226	TANG	4	6,26
5678	3904272	-4465172	-654400	RASANI	6	
5679	4511056	-4478635	-897175	NAZAER	6	
5680	5011056	-4457736	-1330362	YARET	0	
5681	5273200	-4442754	-1815816	VUREG BES	6	
5682	2288944	-4542138	-5770409	DELUSION	0	3,14
5693	3787856	-4303144	-3497643	PHILLIPS 66	6	
5694	4081072	-4229104	-4120847	MESHUGGAH	0	3,6
5697	3574288	-4605873	-4024132	NO LITHIUM	6	
5698	2547152	-4630355	-4479648	KIELBASA	4	5
5700	2578224	-4648701	-4630407	VINCE LOMBARDI	6	
5701	1375376	-4768945	-5652465	ISLANDIA	9	4,5,11,16
5716	5662480	-4424480	-1102953	IMAGINOS	0	3,7,16
5720	4386768	-4875669	-311986	NOFUELHERE	6	
5721	-294640	-134247	-230823	FONTE	6	
5722	-746064	-220521	-957699	IKAR	11	1
5724	-890704	-333652	-1384376	AGARASH	3	5,7,22,34,38,39,40,41,44,50
5739	87856	-294186	153360	DAGON	6	
5740	94640	-433089	597304	SOMMENDLING	4	5
5742	-36432	-455799	848018	XZOR	1	
5743	-470352	-240152	-611320	ERRANTE	10	
5744	4766416	-5182159	-1657104	RYMTES	6	
5745	5028560	-5841207	-2327894	ELWYTH	0	
5761	3070352	-4834807	-1861297	LIFEGIVER	0	1,2,3,4,5,7,9,11,12,21,29,30,31,33,41
5762	3177136	-5238663	-1391711	SALAH	9	3,30,31,33
5768	3446064	-5308620	-1544961	SATVA ALPHA	8	1,2,3
5771	87856	-94186	190820	VALIETA	7	
5772	225712	-279313	393031	ORETA	4	
5774	-318928	-751177	278205	KAHDEON ALPHA	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
5805	56784	-747947	256454	GAMLADRIFAL	6	
5822	3786768	-4447922	281360	HILLO	6	
5823	3435344	-4462017	-334724	VOBOU	2	
5824	4531408	-4420360	324033	OUJUN	0	1
5826	4593552	-4407812	-103205	SRI JIKO	0	5,6,15
5827	2697488	-4776562	85286	WREYA	0	1,7
5830	2352848	-4731602	-293365	HOUIT	6	
5852	4542128	-4537243	-1038138	PATHOLOGICAL	1	1
5883	4693552	-4337051	-151431	LUTON	6	
5923	2914992	-5064231	-923148	YITTIMUS	0	1,2,8
5924	3028560	-5672833	-253097	DARK MOUNTAINS	11	1,2
5926	2473200	-4536779	958003	MAX	0	3
5939	-370352	-661330	-712610	SCRAT	9	1,3,9,10,11,12,13,14,16,17,18,19
5941	643216	-796285	-897014	ROGE	10	
5943	1601424	-1341910	-484972	MARKSTAR	0	3
5944	1877136	-4742805	-279081	ZUABON	3	1,2,32
5948	1732496	-4983037	-641692	UURAN	6	
5949	1970352	-5006442	-771498	MOLLY	5	1
5951	2132496	-5007520	-1099311	TSLAN	0	1,2,3,4
5956	2170352	-5025280	-827130	URMAAN	4	2,6,9
5960	1825712	-5011857	-1246317	ASDEV	6	
5961	2094640	-4987707	-1440778	TIRREB	0	1,2,3,9
5965	-167504	-132280	1247961	DAZIARN	3	7
5967	-705360	-225027	1475553	RYVIN	5	
5968	-667504	-267212	1651701	AYHR	1	
5969	-1029648	-548240	2272061	INAAW	6	
5971	-439280	-382294	-657704	EREBOR	5	
5972	-156784	-437190	-22791	TANITH	7	
5975	4442128	-4548589	-869654	ONE PAIR	8	1
6015	4831408	-4303641	41554	LISTA 31 LIFESAVER	5	1,2
6051	3928560	-4010155	-1129654	CLARK	0	
6053	3811056	-707894	-212149	ELRAINE	0	3
6058	3942128	-5205316	-399683	BETAL FLISS	8	1,2
6060	3635344	-5313073	-522680	KARHALATI FLISS	8	2,3,13
6063	3573200	-4864228	-41934	CASISIS FLISS	8	2,3,4,5,7
6067	2283920	-2881353	-341573	MUPILTA FLISS	8	1,2,3,5
6072	2190704	-3511912	257550	PUKANY FLISS	8	1
6074	2759632	-4119210	-264154	BULITIS FLISS	8	1,3,4
6079	2101424	-2442806	-935556	GUMBLIS FLISS	8	2,3,4,5,6,10
6086	3759632	-4275620	-1248572	ZACHS "LITTLE BLUE"	1	8
6090	3577136	-4225788	-1928149	ZACHS FLAMIN GOOD	0	5
6091	3452848	-4318536	-1143623	ZERCANA 1	2	6
6092	3590704	-4329210	-1140169	ZEGUNDA ROUGE	3	1,2
6095	3659632	-4327550	-1239332	HIGH WAY 3	5	1,2
6098	3290704	-4337570	-909321	SOL BIANCA 1	2	1,2,3,4,5,6,7
6106	2852848	-4328638	-810524	BIG MAMMA	9	3
6108	3346064	-4310710	-1469769	PRIMERA SOL	0	3,7
6111	3001424	-4265776	-1907110	TRIFAMPLE	0	1,2,3,4,5
6117	3177136	-4291473	-1594029	ERAMUL?	8	
6118	3452848	-4314008	-1401686	PITUFINA	7	1
6119	3377136	-4320152	-1539022	BIG BIG ROJO	3	1
6120	3721776	-4327015	-1399718	NOMEDANIES	2	1,2
6123	3446064	-4608620	-1626855	SOLARIA	0	1,2,3
6128	3614992	-4599761	-1671484	GEMELA ALPHA	8	1,2,3
6131	3170352	-4639313	-1832998	ANODAUNSUDAI	11	
6132	2663568	-4230720	-1894134	LI+ SOURCE 01	6	
6133	2556784	-4227335	-1961444	QUINTANA	0	1,2,3,4,5
6139	2394640	-4207114	-1644127	YANASUL	0	1,2,3,4,5,6,7,8
6148	1656784	-4198096	-1143538	OTRASOLAW	0	1,2,3,4,5,6,7,8
6157	-387856	-112094	183080	LOMELORT	0	1,2,3,4,5
6164	3866416	-4513508	-753788	PUERIBUS	0	1
6166	3959632	-4540688	-1516089	MAGNUS	0	1,2,3,4,5,8,13,14,18
6175	2401424	-5017129	-1285587	TRI-POLERI	8	
6176	2270352	-5002262	-1020476	BURON	5	
6177	2546064	-5027429	-634745	FREERUNNER	10	
6178	2346064	-5031609	-426552	GERMU	2	
6179	1939280	-5034008	-439811	BRIKAS	4	1,2
6182	1863568	-5024170	-900202	SWEBUR	0	1,4,5
6186	1418928	-5009998	-1197369	SENIMA	11	
6187	2156784	-4994504	-1835391	KRELLAS	11	
6188	2656784	-4963163	-2146127	XERES PRIMUS	0	1,4,8
6190	2363568	-4920888	-1583242	OJO CALIENTE	7	1
6192	2801424	-4939203	-1747265	JURON	6	
6193	3370352	-4930627	-2185242	KERRY	9	
6194	2574288	-4870940	-3071463	YU FRAJ	0	1,2,3,4
6197	1385008	-4875829	-3235634	SUL REEV	11	
6198	295728	-4860614	-3449496	KRALL	4	3
6200	502512	-4848428	-3204780	LYRON	6	
6201	647152	-4931870	-2580842	MERTON	0	2
6203	998576	-4955001	-1952192	KYAN	0	2,5
6206	2594640	-4276362	-1859682	FILATOV'S STAR	0	1,2,3,4,5
6263	4769264	-4335633	374468	EMPATHY	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
6299	4976048	-4297664	362894	INDUSTRIAL DISEASE	7	1
6301	4862480	-4208953	-288169	UNNECESSARY ROUGHNES	3	1,2,3,4
6306	-94640	-79331	-533037	LISTA 32	6	
6307	-432496	-203318	-459891	SCRATCHY	2	1
6309	-143216	-490622	457050	RYGAR	4	
6310	-36432	-609560	1046854	TELCHAR	2	
6311	-447152	-1243563	2559842	FEANOR	0	1,2,3,4,5,6,7,18
6320	-1060720	-1439082	2577170	NEBTYX	6	
6321	-371440	-1448346	3083014	KAZAN-OUD	6	
6322	-433584	-1444831	3552647	BAX	6	
6323	-357872	-1468884	3864059	ITHIL	5	2,3
6330	964656	-5286652	-3746302	WHITRED	10	
6338	2460720	-5427705	-3769680	CLAYMOP	1	1,2,4,5,7,10,17,41
6340	3512144	-4877460	-3729284	BLUCHANGE	1	2
6342	1485008	-4177919	-3294996	JUNOVA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
6362	4535344	-5146215	-1364469	LISTA 33	6	
6380	4779984	-5143323	-1032993	PENANCE	4	1,2,3,4,5
6386	785008	-4963289	-2548483	EORL	11	1,2,3,4
6391	371440	-4949201	-3038617	DUISON	0	1,2,5
6395	871440	-4940780	-3263870	MONTOYA	6	
6396	171440	-4928600	-2829265	OPERNICUM	3	
6397	-511056	-4886608	-3010816	JOTUN	1	1,2,5,8
6402	-386768	-4863624	-3624113	IXEROK	6	
6403	4197488	-4671488	-1428717	SOLMISHAP2X	0	13
6405	4511056	-5278635	-949765	MYSHRI	0	3
6407	4617840	-5449796	-616864	HANDEN1	0	3
6409	4117840	-4727381	-92473	LONSTARNOPLANE	0	
6410	3604272	-4832627	-412972	HANDEN2	0	1,2,3
6413	3866416	-4913508	-773355	HANDEN3	3	1,2,3,4
6417	3204272	-4732925	16061	MONTEGMA	0	1,2,3,4,5,6,12,13
6426	3497488	-4808808	-704715	HANDEN4	3	1,2,3,4,5,6,11,21
6434	3083920	-4648212	-1135470	HANDEN5	0	4,10
6449	-98576	-12650	1186913	MARINA'S STAR	0	3,5
6462	4035344	-4384112	-831279	ABIGAIL	5	1,3,4
6466	4204272	-4397716	-1011668	USHER	8	1,3
6469	4479984	-4434365	-749778	ZAPPA	4	3,4,5
6470	5258544	-4943861	1221422	MOLAR	0	4
6474	4079984	-4222422	-436770	LOUDMOUTH	6	
6475	4479984	-4363093	-644809	ANA	2	
6476	4473200	-4428699	-964194	DEFNEL	10	
6477	4579984	-4373244	-744670	SALUNA	7	
6478	4679984	-4383396	-763247	MANU	5	
6479	4579984	-4237351	-899023	ZINDABAD	4	
6480	4855696	-4421075	-453043	LOUISE MICHELLE	9	
6481	4611056	-4374456	-928373	BAKUNIN	10	
6482	4779984	-4393547	-902205	PROUDHON	2	
6483	4579984	-4437351	-910313	KROPOTKIN	6	
6484	4879984	-4403699	-1030042	FORTIER	11	
6485	4611056	-4474456	-992082	WOWBAGGER	3	
6486	4779984	-4493547	-933179	TRILLIAN	9	
6487	4579984	-4537351	-915957	SLART	1	
6488	4817840	-4467690	-730629	ERIKA	2	
6489	4848912	-4478525	-837942	COMMUNE	3	
6490	4411056	-4382815	-796679	SAMZA	9	
6491	4579984	-4637351	-921602	ALBEDO	10	
6492	4755696	-4389030	-578038	BORGES	6	
6493	4204272	-4497716	-1025104	CAMUS	10	
6494	4686768	-4439542	-645005	CARRE	9	
6495	4879984	-4203699	-1036613	QUUX	8	
6496	4542128	-4637243	-928773	ALMA	8	
6497	4442128	-4448589	-937788	DEBORD	10	
6498	4373200	-4347211	-917432	1.6647	3	
6499	4542128	-4337243	-994725	SPECTACLE	1	
6500	4542128	-4437243	-1016432	VANEIGEM	5	
6501	4511056	-4278635	-949563	SANGUINETTI	8	
6502	4848912	-4378525	-842123	GIANFRANCO	11	
6503	4717840	-4443207	-714807	BLISSET	4	
6504	4793552	-4397362	-279102	JARRY	2	
6505	4611056	-4674456	-988428	LIME	1	
6506	4679984	-4140337	-1035861	KOTYIANI	1	
6507	4104272	-4430559	-917600	TARDI	4	
6508	4373200	-4447211	-900649	BORKBORK	1	
6509	4679984	-4540337	-1045438	GENTLY	9	
6510	350000	-244008	-229613	GARFUN	2	
6511	256784	-120787	322671	MILES	6	
6512	218928	-69094	28073	RIVER	0	
6513	450000	-151174	-312855	XB323	2	
6514	250000	-136843	-143804	KIKI	0	
6515	350000	-144008	-159151	AUSTER	1	
6516	418928	-97757	-145485	LUTZ	0	37
6517	425712	-134229	210026	SIJIE	5	
6518	256784	-74201	62198	DAI SIJIE	7	
6519	287856	-37180	-27643	KNOCK	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
6520	350000	-44008	-219762	IRVING	0	
6521	181072	-46421	-227392	CLOWES	0	1,2,3,4,5,6,7,8
6527	625712	-120217	3812	LARCENET	0	
6528	556784	-129117	-203336	BLUTCH	1	
6529	518928	-112088	-326009	COYOTE	2	
6530	318928	-83426	-91734	AMOUR	0	
6531	618928	-326420	-354541	ZAZIE	9	
6532	650000	-365505	-521399	CRUMB	3	
6533	450000	-51174	-238939	ACHILLE	0	
6534	487856	-149102	-224751	TALON	2	
6535	650000	-165505	-490820	MAFALDA	6	
6536	656784	-133028	-56852	GUILLE	0	
6537	487856	-249102	-219400	MOBY	3	
6538	550000	-158340	-370260	300183	4	
6539	650000	-65505	-541066	BALZAC	2	
6540	656784	-233028	-146739	31337	2	
6541	456784	-131526	-22481	65536	0	3,4,5
6542	-50000	-146418	245875	VOGT	0	
6543	412144	-128516	-519518	SELDON	3	
6544	3621776	-4593277	-1283613	QUADSTAR	8	1,2,3,4,5,6,7,8,9
6554	4497488	-5149116	-1701105	RUBY PORT	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6580	4704272	-5164576	-1445736	INSECURE	2	1,2,3,4
6587	3266416	-5734407	-224958	XNO14	6	
6589	3473200	-5723268	-240337	LISTA 34	5	1
6590	2966416	-5344856	145965	LUCKY DIP	1	1,2,3,4
6604	-162480	-4836006	-4310180	EPILOX	9	
6605	130736	-4845542	-4931651	NAROG	0	
6606	68592	-4847002	-4570782	BEVEN	0	1,3
6609	51088	-4840830	-3844519	VIDIVULA	0	5
6611	-300336	-4843169	-4458602	VISTANA	0	4
6613	-1007120	-4813965	-4119302	ROPEIL	6	
6620	-769264	-4828803	-4062099	MARDOC	1	
6621	-644976	-4799014	-4648349	EVERREADY	6	
6622	3528560	-4522694	-785781	JIMPLANET	6	
6624	2877136	-4566430	-1124365	AURORA	1	1,3
6626	3352848	-4694601	-1274885	ALEXANDROS	0	1
6628	3714992	-5004837	-1766171	MOTHER OF MANY	0	1,2,3,4,5,6,7,8,9,10,11,12,13,15,17,18,20,21,22,23,25,26,28,29,30,31,32
6655	3759632	-5130317	-1039622	RADIANT QUEEN	11	1,2,3,4,5,6,7
6663	4259632	-5044350	-1588675	ZYGOTE	9	1,2,10
6667	3452848	-5214008	-1380561	GODSEYE	8	1,2,3,5,17
6673	3428560	-5260293	-622069	PLASMACHILD	6	
6674	4066416	-5319160	-947130	POST-DAWN	6	
6675	4655696	-5429115	-252730	PETROL	6	
6677	5169264	-5783567	-228337	KUKLOS	1	1,2,3,9
6682	5765328	-5832975	930228	ELDER	0	
6683	6158544	-6408056	296322	HERE	0	
6684	6465328	-6441812	452893	RUBYFLASH	3	
6685	6803184	-6555969	248583	TO BE CONTINUED	5	
6686	7185680	-6632847	735708	MONOS	0	
6687	7616752	-6906472	275625	UNDERGROUND	4	
6701	3608208	-5173476	-2020017	GAS PUMP I	6	
6702	2463568	-5648972	-1495860	QUIZBLORG	0	4,8,10,12
6708	4824624	-3836514	-419305	MUNCH	0	4
6709	3555696	-4847547	656144	LAPIS	1	4
6711	3755696	-4139584	602854	GROVER_CLEVELAND	6	
6712	4755696	-4289030	-607865	TOHO	0	3,6,21,22,25
6718	4535344	-4546215	-1434515	THOMAS EDISON	6	
6720	3677136	-4840439	-2061394	ATVATABAR	9	3,15
6724	2305360	-4296051	-2854289	TRIPLICATE	8	1,2,3
6728	257872	-4330231	-3480811	MAD MAGAZINE	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
6762	-431408	-4367096	-4221659	NOLITHIUM	6	
6763	-242128	-4332401	-3167076	JOYCE KILMORE	6	
6764	1032496	-4205728	1405	MOLLY PITCHER	6	
6766	1366416	-5070742	1491936	SCHWIMMER	4	18,44
6768	1128560	-5066859	1663748	AZANIA	0	5,7,13
6772	1373200	-5038193	1970685	WOODROW WILSON	6	
6773	973200	-5009829	2327302	SOLITARY	8	
6774	1348912	-4927784	2646091	TRIFECTA	8	2,4,9
6778	-418928	-358343	372587	RICHARD STOCKTON	6	
6780	-1012144	-619863	1312269	MACKENZIE	8	1,2,3,7,10,11,14
6784	3604272	-5732627	-331444	FAT ORANGE CAT	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
6807	3459632	-4262483	-922520	LINGUIST	9	5
6808	2952848	-4148045	-935187	CAROTINE	0	2,5
6811	3777136	-4014201	-2037888	GOOD LUCK HAVEN	6	
6812	3770352	-3942875	-2360976	POLONIA	11	3
6814	3263568	-3740613	-2279034	FINITE	0	3,4
6817	2787856	-3719246	-2473291	CRIMEA	0	3
6819	2381072	-3819848	-2425493	SIGNIFIORE	1	5
6821	2325712	-4064684	-1710261	HOUDINI	10	1
6823	2452848	-5614952	-121907	ESTUARY	8	1,2,4,5,11,14
6830	3077136	-5007894	-1447173	AEYR	8	1,2,3
6834	3959632	-5040688	-1467045	SOLITUDINAE	5	1
6836	612144	-6999853	-833727	GENISI	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
6917	656784	-33028	-98036	MARIN	0	1,2,3,4
6922	-729648	55940	1873342	WISHPERER	9	1,2,3,4,5,6,7,8,9,10,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,65
6933	3252848	-4365390	-954754	MORITZ	3	1,2,3,4,5,6,7,8
6983	4566416	-4645435	-1534444	BALANCE	0	3,4
6986	-720688	-4781410	-5232889	ATEN	0	1,2,3,4
6991	-320688	-4765585	-5636205	GERYON	7	
6992	117168	-4734956	-5806594	HOORP	0	
7002	746064	-233976	1090786	SENSIHA	7	1
7004	108208	-412587	1471114	OZKO	11	1
7006	-436432	-188642	1163637	FISTERRA	0	1,2,3,4,5,6,12,24
7008	-436432	-88642	1265740	FUEL -436432	6	
7016	-532496	163263	-374858	ARCHITECT'S AGE	4	1,2,3,4,5,6,7,8,9,10,11,12,23,24
7031	3466416	-5740059	-349098	CASEUS	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
7094	3694640	-4703830	-2942661	LISTA 35	5	1,2,3
7106	3873200	-5739766	-376082	FUTILE	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
7107	3866416	-4322974	-971980	KAYIN MAJOR	8	1,2,3,4
7112	225712	-679313	410990	TELAR	11	1
7114	3966416	-4299706	-1061190	MYANMAR	3	1,2,3,4
7119	4266416	-4267760	-1349975	LIRA	9	
7120	4842128	-4534279	-1240066	TULIP	8	
7121	5142128	-4600242	-1544061	ASUKA	0	4,5,6
7125	6007120	-4721244	-713119	AMNESIAC	8	1,2,3,4,5,7,8,9,18,21,27
7137	3090704	-4686833	-647137	RUI MOURAO	0	1,2,3,4,5,6,7
7144	2997488	-4723118	-140904	LISBOA	0	1,2,3,4,5,6
7235	763568	-121186	4975	TALKARAS	0	1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18
7243	694640	-140831	65503	MASS LI	6	
7248	1132496	-246313	-24173	ALDERAAN	0	
7255	687856	-292096	-418456	DIABLO	10	
7256	956784	-343767	-572859	MALAKAI	11	
7257	1732496	-983037	-739133	MANY PLANETS	3	
7258	356784	-102863	24528	FELTHIA	0	1
7265	4297488	-4341055	-1523230	DEATH STAR	3	1
7266	4074288	-4350028	-4440065	ZLING	0	2
7268	4104272	-4530559	-851560	IBO	4	1,2
7269	3383920	-4684937	-1432007	KANET	11	1,2,3,4,5,6,7
7272	3366416	-3832527	-510554	MUSSOL	7	
7298	3777136	-4724017	-2240227	TUK1506	5	1
7315	3621776	-4793277	-1241121	PEPET	8	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
7322	4090704	-4802659	-1642921	VANZANT	1	1,2,3,4,5,6,16,17,18,19,20,21
7330	4566416	-4745435	-1511147	VIRGIN	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
7532	1752848	-4646231	315008	AMANDA NEWA	6	
7533	3538192	-5043669	1774051	UNDO	0	1,2,3
7537	3255696	-5040757	1058870	SERGIO	11	
7538	2673200	-4466539	646458	SOL DELL AVVENIR	0	1,2,3,4,5
7584	3331408	-5456165	1524673	IGNAZION	8	1,2,3,4,5
7585	-636432	-715830	1566986	FUELLESS	6	
7598	3948912	-4953743	65524	PSYCHSTATS	0	3,22
7603	-525712	-133043	25099	ETHEREAL SHARD	0	1,2,3,4,5,6,7,8,9
7611	-656784	186397	479091	DARK PULSAR	11	1
7618	-1208208	-556423	-221054	FELISIAN SEARCH	0	
7619	-739280	-693969	-538507	PYRO-TRIPLITS	8	8,10,13,22,23
7625	4055696	-5246452	364725	BLOU-1	7	
7626	4017840	-5033971	-30830	BLOU-2	7	
7627	4286768	-5044020	-129505	BLOU-3	7	
7628	4486768	-5107317	-374395	BLOU-4	7	
7629	4479984	-5163093	-611983	BLOU-5	7	
7630	4004272	-5432329	-772612	BLOU-6	7	
7631	4342128	-5459934	-792876	BLOU-7	7	
7632	4679984	-5583396	-849987	LONELY FIRE	8	
7633	4779984	-5593547	-880678	STREAK-1	10	1
7634	4279984	-5342790	-367461	YOUNG LIFE	9	12
7636	2932496	-4425414	-1880957	BARRET	11	1
7639	381072	-32089	-423081	CYMBALINE	0	4,5,7
7644	-918928	-594171	833580	YOUNG LUST	9	25
7654	401424	-613546	693472	ULV 1	9	49
7657	-43216	-244374	677040	FENIX ALPHA	0	1,8,9,10
7660	-218928	-144011	138941	DESIDERADTA	0	2,3,9
7664	4473200	-4128699	-1017528	SPERANZA	7	
7668	3897488	-4024932	-1128385	HOPES	0	1,2,3
7670	4073200	-4702744	-519080	SOLEDAD	0	
7671	3573200	-4697591	-248579	PAPA PITUFO	1	1,2,3,4,7,9,11,13
7678	3773200	-4746237	-441479	SALVATORE	6	
7687	3679984	-4810478	-21448	TITA	0	1,2,3,4,5,6,7,8,10,11,12
7693	2990704	-4745929	-613453	LUMIERE	0	1,2,5,10,25,26
7696	3966416	-4399706	-1036671	XOTH	2	1,2
7699	3866416	-4413508	-847201	GASSY	9	33
7700	3479984	-4704507	258897	NISSLEY	9	1
7702	3555696	-4747547	558041	SHMEE	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
7725	3155696	-4823363	1066660	DAGWOOD	0	1
7727	2986768	-4825805	1073961	NOSFER	0	
7728	2955696	-4845734	1199542	PMS	0	2,3,4,5,6,10
7736	3055696	-4879869	1258058	HOTIRIS	4	1,2,3,4,8,20,28,32,33,35,38,39
7790	-156784	62810	-35112	KOLM	0	
7792	-87856	-69100	-95029	YGLOLIA	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
7848	4052848	-4646901	-1803739	WEATHERWAX	0	3
7850	4759632	-4827311	-2108874	ANKH MORPORK	0	2,3
7852	56784	-47947	284303	SOVERYALONE	0	
7853	-225712	-2875	-131716	NACIREMA	0	1,2,3,4,5,6,7,8,9,10,11,12,13
7915	67504	-343007	-953897	RADION	2	1,2
7918	3542128	-4919626	-31933	SPEED BALL	10	1
7920	3035344	-4890978	159519	BLUE BRIGHT	7	1
7922	2879984	-4786591	805414	BHOPAL	3	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
7972	2373200	-4824218	1104668	PULSON	11	1,2
7975	2711056	-4822800	871150	WHITY	2	1,2,3,4,5,6
7982	1648912	-5048663	2363682	BRACKIS	7	1
7984	487856	-549102	-203350	XIBIT	6	
7985	12144	-654769	-193747	NOXIS	0	1,2
7988	718928	-940751	-542586	RUNAXX	10	1
7990	-50000	-950000	-50000	BLUE J	7	
7994	3970352	-4722267	-2739145	FOR THE NONCE	9	1
8009	3587856	-4660150	-3339201	HOVEL	0	1,2,3,4,5,6,7,8,9,10,11,12,13
8010	3456784	-4687646	-2919196	TROTYL	11	1,2
8013	3156784	-4918987	-2783767	OBSSESSIVE	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
8014	3074288	-5074511	-3389200	COMPULSIVE	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
