# case	record	name	stored_hex	x	y	z
# records=4194 cases=4332
894	883	GREY SHIFTER	c058c3900f0ab7db	232496	-556762	765234
895	884	COROSIA	c05783ad8410bf74	-94640	-1879331	-528829
896	885	COME HERE NEXT	c056ae36de2ecfac	521776	-95961	1811900
897	886	3 BROTHERS	c0567cfa7f220814	-777136	-155009	-746725
898	887	EKA63 ASTOUNDING	c05677abec788022	670352	-237173	565257
899	888	S08MS NOVA	c05671f312adceee	467504	154008	-1246962
900	889	TRIPLEX	c0565fe9b2e998a6	-598576	88246	1694346
901	890	SABURE	c05600a82fd1a53d	1077136	-143103	570971
902	891	NEW AVALON	c0560079efce4c08	446064	-140246	1406798
903	892	TWIN TWEEN	c055dcefbd91a27f	277136	-243401	1296448
904	893	EKA62 ANNOYANCE	c055c60739ebcdd7	1139280	-217885	350858
905	894	EKA45 HALLUCINATION	c055a80000000000	450000	350000	-550000
906	894	EKA45 HALLUCINATION	c055a80000000000	350000	550000	-450000
907	894	EKA45 HALLUCINATION	c055a80000000000	-450000	550000	350000
908	894	EKA45 HALLUCINATION	c055a80000000000	-550000	350000	450000
909	895	HYPOR	c0557ab7072ea49e	494640	-971584	178777
910	896	REDIPLE	c0553edc62d81005	-332496	-438827	-582436
911	897	BILLESTA	c0553b0c6e4e2604	501424	-261296	648165
912	898	DANCERS	c0551fddbe046315	-532496	-436737	-363337
913	899	KIDITH	c054eb09acc38c2b	1694640	50788	-972174
914	900	MOORLIA	c054ab59d445b5d3	1514992	-124242	439246
915	901	SKERRKA	c0549ba098ba22c8	-363568	-871605	-260129
916	902	POLON	c0548afa64f2894f	1263568	269560	-241250
917	903	EKA67 TOO MUCH CORAL	c05478a694593b7f	270352	-259295	1168104
918	904	ABI	c05437b872e7cb5e	470352	-227341	756293
919	905	CORAL II	c053f81f849158be	-539280	-237210	-624416
920	906	BENJAMIN	c053f3346565935a	508208	-149311	1051647
921	907	KO-ALPHA	c05377e0881b7739	52848	-709527	2076777
922	908	WISHPERER	c0531da664a126ad	-729648	55940	1873342
923	909	FORTAHN	c05319fa5277f8b4	443216	260721	-661204
924	910	JROT	c052df3a07ecb03b	70352	-945533	1134813
925	911	NEMO	c052d2b2c8e0bf85	425712	-634229	278861
926	912	EMILIE	c0529da076fc6398	532496	-240661	581056
927	913	GARBLE	c0526eb0df6a4817	856784	184895	-465420
928	914	VAIBOA	c0525a3e5fe286e4	714992	-83636	1227612
929	915	URCHIN	c05207a3f63d0614	763568	-401200	235420
930	916	LUZEIRO	c051e72f219e120f	577136	-125210	990992
931	917	BIBALEEBU	c051db5a89b16f4f	670352	-138694	768253
932	918	FRUNKLE	c05188861831832a	456784	-1061371	144659
933	919	ERRANTE	c0514357fe715609	-470352	-240152	-611320
934	920	VOULU	c0510798b12319f2	-225712	-1125558	-268129
935	921	RUNNER 3	c050ee16a1cc259b	-701424	-393517	-245343
936	922	CHANDLER	c050e41c9896f557	770352	-131847	665208
937	923	OZKO	c0506b679ed5060b	108208	-412587	1471114
938	924	DARK JUNCTION	c05031c14b88a740	425712	-934229	162875
939	925	GLQX	c050218c082fbc76	563568	-437608	261632
940	926	HALBWOLFS QUASAR	c04ff166e473a74a	408208	-141826	1103489
941	927	EKA64 ANOTHER ODDITY	c04fce3075ce894a	463568	-238799	574626
942	928	TELAR	c04f82240c5b5705	225712	-679313	410990
943	929	MANI PULSAR	c04f5b6a0fe79081	614992	-78560	1298060
944	930	BLINKER	c04e99a272c84c2f	174288	555611	-631997
945	931	NAPHTHA	c04e8dd9c8ddc473	2052848	-4204453	7080
946	932	TOWER 38	c04e748c4cdb4a2b	-339280	-227378	-789561
947	933	GROGSTAR	c04e17e03ae08824	-232496	-405408	-638545
948	934	LESSER	c04d6c197b91f42b	263568	-396703	562792
949	935	DARK PULSAR	c04d5365feee12b3	-656784	186397	479091
950	936	BITOFDES	c04d29aa94dbbf64	1401424	184662	-225378
951	937	CHILD BEARER	c04d284a4007060b	-463568	-621765	-202320
952	938	DEATH	c04d25eb9dd367db	2077136	58965	-475972
953	939	EKA61 CANCER	c04d20b77b0a108b	801424	-235619	308507
954	940	IMMORTAL	c04d13cd9570adfb	236432	267209	-920508
955	941	ASCS 00033	c04d0a667b7d124c	170352	-331521	1028437
956	942	BALOMETROF	c04ceb9dff0c8a66	1708208	171588	-197336
957	943	BETA I	c04cc701c1e982cb	-939280	-319018	-192075
958	944	PLIGHT	c04cc1a47526c229	-32496	-1907498	-927835
959	945	TALNAL	c04cad773f1948d9	594640	-1021744	94401
960	946	NEW ZEALAND	c04c942a0fcea0df	194640	-652177	450273
961	947	MOJAVE	c04c87771d68a42d	301424	-234723	806465
962	948	THE INVISIBLE STAR	c04c38e7d4eb813f	-139280	-386474	-1048608
963	949	THIN BIRD	c04c247bca90f32d	101424	-539223	1029162
964	950	AXEGREEN	c04c0bbbf9c5dec5	-539280	-138733	-749729
965	951	YILLIA	c04c04fb026accfc	-101424	-656793	-841241
966	952	BEAUTY AND THE BEAST	c04bc57532cbd6eb	-1170352	263451	180140
967	953	FAILED HOPE	c04bb0e4006301ca	1101424	-941014	53434
968	954	LEOPOLD	c04b80dcf81b3242	-29648	1258023	1474796
969	955	GLADYS	c04b77baf34afa69	-601424	-221860	-411711
970	956	STILLNESS IN SPACE	c04b520b59c668c6	525712	-577223	180064
971	957	AYTHERIA	c04b210602158167	-239280	-241390	-939373
972	958	GROGGY	c04b20cac26e8429	563568	-203290	473573
973	959	CARNEROS	c04abf111c756d7d	732496	-221830	329207
974	960	OMIC	c04aad633ff74be9	-701424	-293517	-259154
975	961	MERLINIA	c04a9ceb9b63afb9	-1683920	-239528	-131961
976	962	GORDON	c04a7df5127f4480	163568	-539378	600556
977	963	BERRIGAN 1-1	c04a7b03788e6cbd	-332496	-480307	-331628
978	964	BURKHEART	c04a75c7916b157d	70352	-645533	1165269
979	965	SOPHEA	c04a41bebd6a68bc	294640	-502336	354802
980	966	GLISTER	c04a390fc1aa9505	-939280	-149204	-374227
981	967	GANK	c04a2d2e2ad23a8a	1714992	-134394	227143
982	968	MARVAIL	c04a0cd09141e13f	-232496	-305408	-733741
983	969	VELORUM	c04a017742d0bef5	-439280	-182294	-649509
984	970	SOLARIS PRIME	c049ed6bd2f17ecd	-770352	-214475	-313851
985	970	SOLARIS PRIME	c049ed6bd2f17ecd	-39280	-997253	-1323770
986	971	BUNNY WARREN	c049e3ac793a2c16	-463568	-721765	-154754
987	972	ALPHA I	c049c5c79a75b283	-432496	-537632	-221677
988	973	CAZ	c049b4c575db2a6b	-670352	-235653	-325455
989	974	CANADA	c0497e22a14642cf	894640	358849	-158813
990	975	KERAMINE	c048f3c640004588	-36432	1290440	1061497
991	976	LOVER'S ETERNAL	c048cbf6b530b0b9	194640	-452177	563487
992	977	LUMINANCE	c0482d5d680f2403	-425712	-797215	-142477
993	978	SKYGEM	c047fa0971b4aa5c	294640	-402336	404519
994	979	TRAVISMAXIMISPRIMO1	c04724b8a95d0865	-532496	-236737	-367177
995	980	CARAGOND	c04702f9b7fc9013	-332496	-238827	-579572
996	981	TEALSTAR	c045ea98cf56ce00	394640	-321424	345557
997	982	CONTIOR	c045b71e5aa8cea6	139280	-232195	1342933
998	983	WHEN	c04506e730093a03	312144	257153	-523914
999	984	SCRATCHY	c044385711e9c4b0	-432496	-203318	-459891
1000	985	LOS	c043d570997b40ac	339280	-101762	1148923
1001	986	GREDATIOUS	c041cd4fe7183150	2359632	-43452	347252
1002	987	WORM	c040b9a6d88d384e	201424	-186973	888201
1003	988	CADINALIA	c04032aad6a161ca	994640	139762	-233042
1004	989	ALEIA	c03f57b26e95cce3	570352	-82257	668065
1005	990	BRAILLARLYA	c03ec4093c8d8792	-432496	-237632	-299351
1006	991	PHORIA	c03e6c6501c5dba5	-439280	-76652	-903531
1007	992	ARNALIA	c03e281b8607c13a	439280	-71009	966782
1008	993	PRONGO	c03e0de8b8945a2b	732496	-121830	336781
1009	994	KRY	c03db632c5f60ea2	-332496	-138827	-643676
1010	995	REDFIRE 1	c03c6c08528db438	356784	-425543	187200
1011	996	RED EYE	c03bf1ffd76d232d	232496	-156762	766748
1012	997	CRIMSON GLOW WORM	c03b26a2cef8df54	325712	-222307	374971
1013	998	MELKOR	c03b254deba17868	1156784	29979	-782766
1014	999	RADIANCE	c03adfe97304e65c	-532496	-136737	-369097
1015	1000	JOJOS	c03abf9895a0fc98	-132496	-240917	-837969
1016	1001	REKINI	c03a75562c22d304	164656	54848	-2929708
1017	1002	ANGEL	c039fb85ea36ed94	363568	-105380	678168
1018	1003	DIAMANTPRINSEN	c0391a33b66f6f98	-232496	-222981	-484207
1019	1004	ORETA	c038c742c636e5ae	225712	-279313	393031
1020	1005	AMENTI	c038c2046329acb1	-770352	-114475	-280746
1021	1006	YAKULANTERN	c03895ac3c60a5d5	-250000	267914	367053
1022	1007	SOMMENDLING	c0387b65e207e165	94640	-433089	597304
1023	1008	WORMULON-3	c0381ca986b4b214	-601424	-121860	-328996
1024	1009	WORMULON 2	c037f7cd6a69ac82	-570352	-87902	-478068
1025	1010	EKA47 LONELY GIANT	c037a00000000000	350000	150000	-450000
1026	1010	EKA47 LONELY GIANT	c037a00000000000	50000	3150000	-150000
1027	1010	EKA47 LONELY GIANT	c037a00000000000	-150000	3150000	50000
1028	1010	EKA47 LONELY GIANT	c037a00000000000	-450000	150000	350000
1029	1011	ROBBY	c036b9c06170b076	-263568	-221446	-389363
1030	1012	LONE GRAIN OF SAND	c0361553d264d983	160720	109347	-1256572
1031	1013	PSELEMEME	c035e42bfa4916c9	-363568	-271605	-221691
1032	1014	MELVIN	c035cb75861adcf8	-625712	113546	306765
1033	1015	BURGER	c03501a704cd4d21	-763568	158828	173212
1034	1016	PLETHORA	c034b52dee359ade	481072	75076	-573352
1035	1017	DISTO	c0349aeb1377ff23	363568	-122957	460932
1036	1018	ROJOSOL	c03356e56801b8b8	-325712	-361387	-164300
1037	1019	GALACOR	c03355a1841e303c	618928	73580	-424554
1038	1020	AISHE	c032df27e6bf085e	-201424	-128450	-729400
1039	1021	FETITA	c031e48860b746e4	-525712	-733043	-46430
1040	1022	MR-BEAR	c031de981cee8d91	-194640	-222325	-412945
1041	1023	RICHEY	c02fd02c2645c48d	-663568	508988	47096
1042	1024	DARKFIRE	c02eddd61a30c5e7	556784	-397200	69785
1043	1025	BROWN GAS	c02e39abb3b21aeb	-394640	-277241	-138128
1044	1026	KALANTA	c02df67515f20b46	39280	-262948	1450474
1045	1027	FUEL FOUR	c02c6c858a379493	-732496	-134647	-144096
1046	1028	CAMLANN	c02b32b9e2f96097	163568	-107470	773613
1047	1029	ORWELL	c02a16cbb85a390a	601424	-40118	540640
1048	1030	LIT 3	c028403062c79ae2	-470352	-40152	-642044
1049	1031	SIJIE	c02800c3ce79adb3	425712	-134229	210026
1050	1032	GREGO	c027b1cd2a58c6b7	-305360	36478	1063592
1051	1033	EKA44 CORPSE	c026ad3d61cdbe96	-263568	-121446	-354221
1052	1034	GAMLADRIFAL	c025c8afca47dfe4	56784	-747947	256454
1053	1035	FUEL 34	c0256748415acd6c	-539280	-37210	-533310
1054	1036	JETME	c024d1b6a1818e0e	-43216	355626	677323
1055	1037	LITHFUEL 2	c024c847be737b77	-1477136	-220973	-31835
1056	1038	MARIYANA	c024c4bcb7784068	-194640	-122325	-436142
1057	1039	FUEL 28	c024a389878cc087	650000	34495	-460241
1058	1040	FUEL EIGHTEEN	c024187092e81be0	-463568	-121765	-178005
1059	1041	MILES	c024041af87eac20	256784	-120787	322671
1060	1042	FUEL FOURTEEN	c023cfc7511c3b97	-332496	-80307	-370980
1061	1043	FUEL 30	c0239da51c5149f3	-618928	27326	579909
1062	1044	FUEL THREE	c02365cc2cf33d3b	-63568	-252198	-604977
1063	1045	4SARAH, 4MICROSOFT	c0235e783aae6cc4	56784	-447947	380737
1064	1046	FUEL 33	c02351d22eca35e7	-670352	-35653	-404175
1065	1047	FUEL TEN	c0234bfb4a6b1a20	287856	-437180	76669
1066	1048	ITHILIEN	c0230aa492d81a9a	550000	41660	-415519
1067	1049	B EXPRESS PRIME	c0230a39328cd64e	250000	263157	-144704
1068	1050	SF 01	c022b3d06e9275e3	-401424	-40691	-572487
1069	1051	GASTAR IV	c022a3dc34cf4186	-125712	-220802	-335767
1070	1052	LITHULE I	c022a11d7e31cc27	-174288	61591	867727
1071	1053	FUEL EIGHT	c02274b57daabaa5	-563568	-240853	-67984
1072	1054	GASTAR II	c02251c7eaf81e71	63568	-213125	676098
1073	1055	FUEL 23	c02243011e0522d1	463568	-38799	507666
1074	1056	FONTE	c022429c084186ff	-294640	-134247	-230823
1075	1057	BAROLL	c021d54efb867107	-287856	302237	102489
1076	1058	TELPERION	c021b517ce457514	374288	27268	-867492
1077	1059	SHELL II	c021a88f15c91f53	-136432	54931	1178117
1078	1060	FUEL ONE	c02181439bc372e5	-494640	-120235	-147167
1079	1061	TECHRON	c021760bf8d6bb63	456784	-161371	118442
1080	1062	FUEL TWENTY	c0215f3cb8ae61f2	-150000	160748	360233
1081	1063	FUEL SIXTEEN	c020e96b10d6dec0	-632496	-121211	-110296
1082	1064	FUEL FIVE	c020c4d08cdb7f7a	-394640	-177241	-119869
1083	1065	NEBULA	c0209a32f43f4789	-94640	-179331	-489113
1084	1066	LISTA 17	c020875a4348d3c4	-1336432	2999	2061987
1085	1067	DEAD MARTYR	c0202b09ae3764ae	25712	-524397	599561
1086	1068	EKA48 REPLENISHER	c01f800000000000	350000	50000	-450000
1087	1068	EKA48 REPLENISHER	c01f800000000000	50000	1050000	-150000
1088	1068	EKA48 REPLENISHER	c01f800000000000	-50000	-3150000	-50000
1089	1068	EKA48 REPLENISHER	c01f800000000000	-150000	1050000	50000
1090	1068	EKA48 REPLENISHER	c01f800000000000	-450000	50000	350000
1091	1069	LIT 4	c01f6b4357be9e8f	143216	127301	-430833
1092	1070	GREYFIRE 3	c01f0c6ed3ede115	-225712	-125558	-273894
1093	1071	FUELS 'N HORSES	c01efe75ff732f80	-325712	-161387	-147406
1094	1072	FUEL ELEVEN	c01efb0410eddbcb	-112144	148808	464116
1095	1073	REMEDY	c01ed9b9735320ed	-363568	-71605	-296260
1096	1074	FUEL 22	c01e2f73a909ddb1	625712	-220217	54766
1097	1075	ALBINONI	c01e2270fbd3b9c4	456784	-261371	63101
1098	1076	LISTA 2	c01e123f82771e26	263568	-40889	697578
1099	1077	BELONGA	c01e12241988a0fe	-532496	-63885	-220989
1100	1078	FUEL 37	c01dc7de880087b1	-332496	-38827	-576707
1101	1079	MENDOZA STAR	c01d10f04070db5b	56784	-249130	513660
1102	1080	SALVA	c01d0e841dc14e1c	-132496	-96728	-566802
1103	1081	FUEL 32	c01d0828a09e5249	-532496	-36737	-371018
1104	1082	FUEL SEVENTEEN	c01d02e1b247d8b1	-563568	-140853	-91368
1105	1083	GASTAR IX	c01ce9c1fd8fae07	2052848	95547	-36852
1106	1084	FREEP	c01cca82fd8763cd	-163568	-102358	-429910
1107	1085	FUEL 35	c01cb447254721ec	-639280	-23198	-483887
1108	1086	GREYFIRE 2	c01c5eed8d13a75c	-394640	-77241	-232682
1109	1087	ALISON MOORE	c01b7d097b06c241	187856	-215683	169609
1110	1088	BALASTRACKON HIGHWAY	c01b4bc919ee42a8	-81072	273900	307310
1111	1089	FUEL 38	c01b3e107429fd3a	-339280	-27378	-733206
1112	1090	LONENLUS	c01b2a0c2c64d48f	118928	-354763	160959
1113	1091	KIPLING	c01b20ed8b26a513	-25712	-484974	-543893
1114	1092	EKA54 OLD GREY	c01b130fc5a36b5d	-250000	67914	398658
1115	1093	FUEL 25	c01a7a746310ba2c	663568	-36709	271752
1116	1094	LISTA 36	c01a0a7f1660adea	74288	150855	-580924
1117	1095	EKA58 WEAK LIGHT	c01a05d8f9f08b32	450000	48826	-296095
1118	1096	LITHIANA	c019f669e53ddcae	-125712	-120802	-427402
1119	1097	GREYFIRE 4	c019a897624fb263	756784	62216	-136238
1120	1098	MASS LI	c019a1be23704b6f	694640	-140831	65503
1121	1099	GRAY PROLETARIAT	c019983c43c6139b	25712	-424397	586383
1122	1100	DEPOT	c019891356bc059b	156784	-84958	479267
1123	1101	LONELY S06	c0195165b502dca9	-525712	-533043	-22587
1124	1102	FUEL SEVEN	c019206d08c9fdb9	-63568	-152198	-649273
1125	1103	FUEL 31	c018f86bb45c9c0e	-732496	-34647	-245977
1126	1104	HEAVENLY DONUT	c018e55a450963be	725712	267861	-32018
1127	1105	SKT 3	c018cd5fb38c0c7d	2950000	756	-2780271
1128	1106	MOLLY PITCHER	c018677e70058d16	1032496	-4205728	1405
1129	1107	REVENGE OF THE LITH	c018007b392580ac	-494640	-220235	-55082
1130	1108	LISTA 88	c0172f62e2208e7d	-70352	-87006	-946942
1131	1109	UCKLIMAROOS	c017016055ce1b6e	56784	-347947	291092
1132	1110	TEXACO	c016e07b78e1f1cf	494640	-71584	161522
1133	1111	FUEL 27	c016e01aa0023138	587856	29401	-330884
1134	1112	VIRA	c01598d431d43d23	-1424	-3916208	-968183
1135	1113	FSS 0003	c015708c681e6975	194640	-52177	527772
1136	1114	GASTAR III	c0150d722c4c28f0	356784	-202863	72717
1137	1115	SUNOCO	c0150ae329757612	-243216	38041	568583
1138	1116	EKA49 SISTER	c014d36348ebf913	-418928	41657	298341
1139	1117	LITHIUM HERE 2	c014a840ab839577	-25712	-384974	-521729
1140	1118	DAIKUMAROOS	c0143a588a6b6c5f	287856	-737180	23831
1141	1119	GAS STATION.3	c013d830417461d4	-601424	-21860	-377354
1142	1120	FUEL STATION	c013cb0678346bc6	32496	-144521	1053640
1143	1121	FUEL 36	c01385f066a15822	-608208	-9866	-813388
1144	1122	COOL	c0137ca8bbedf804	456784	-61371	173784
1145	1123	REMEMBERANCE	c01372eb17b2f17c	150000	-429677	75440
1146	1124	B EXPRESS 1	c0131fcbf2dccf72	25712	-324397	573206
1147	1125	LIT 2	c012858b359062f9	74288	152041	-409959
1148	1126	FUEL 29	c011f6d1015dce9d	-132496	-40917	-828399
1149	1127	FUEL NINE	c011b9c90fe9fdd0	118928	-454763	81936
1150	1128	EKA50 FATHER	c011800000000000	250000	50000	-350000
1151	1128	EKA50 FATHER	c011800000000000	-50000	-1750000	-50000
1152	1128	EKA50 FATHER	c011800000000000	-350000	50000	250000
1153	1129	FUEL 39	c011475397b775ea	-201424	-28450	-753799
1154	1130	FUEL 26	c0112e874fb0afc1	563568	-37608	202666
1155	1131	FUEL 40	c0112bc9c83adac5	-432496	-37632	-263753
1156	1132	SHELL	c0105ae1baa94181	-325712	-61387	-204494
1157	1133	LISTA 32	c01002074aef4dad	-94640	-79331	-533037
1158	1134	DAGON	c00fb5bf1424f245	87856	-294186	153360
1159	1135	FUEL TWELVE	c00f2efb1296158f	163568	-39378	605178
1160	1136	EKA51 MOTHER	c00ebb9b35415b12	-318928	48823	246715
1161	1137	CPN 17	c00dfb7fe4f517f2	-1032496	11632	312057
1162	1138	GASTAR XI	c00df67969115557	50000	-422511	177290
1163	1139	TENNENTS SUPER	c00d4897c3956076	-25712	-284974	-499566
1164	1140	LUTHIEN	c00cfd8df8e3ef9b	425712	-34229	248688
1165	1141	LISTA 4	c00c7f7008a019b7	1656784	1904	-1129246
1166	1142	LITHFUL ALPHA	c00a7b30c13fe222	-43216	180715	423847
1167	1143	FUEL SIX	c00a65f015f9de24	118928	-254763	108909
1168	1144	FUEL TWO	c00a52eafc4e4e30	-125712	-174213	-150246
1169	1145	LISTA 16	c00a1a1e60eac6c6	363568	-22957	390916
1170	1146	FUEL NINETEEN	c009942c7f91d020	-725712	26372	167064
1171	1147	MARTYR	c0097bf608d3e968	-1377136	-44560	-51911
1172	1148	FUEL 21	c0093b219a602daf	-32496	-139402	-696218
1173	1149	FUEL FIFTEEN	c00921e2a11b7ebe	56784	-147947	373948
1174	1150	OASIS	c008b2deb08c4381	-594640	-332157	-15631
1175	1151	BLUEPOINT	c007682a50b67bd3	350000	55992	-149300
1176	1152	ORIAHSLA	c00726cffa2fef35	187856	-115683	133167
1177	1153	CODBLU	c004f4508de47df0	-232496	-22981	-490230
1178	1154	STROOMF	c004e121319f0298	825712	24867	-127109
1179	1155	EKA53 BLUE HERMIT	c004a328eaf5994f	394640	-21424	305114
1180	1156	ATCHOUM	c004755255ca7334	125712	-36319	560104
1181	1157	VINODIAMOND	c003eea9cf7beaff	456784	168474	-32376
1182	1158	EKA68 EMPTY BLUE	c003dfa893389a5d	325712	-22307	341911
1183	1159	LONLINESS	c003b2d57299c2b8	150000	-229677	71472
1184	1160	DVERNARQ	c00352caacaf5fde	387856	72395	-86023
1185	1161	BLUE J	c003000000000000	-50000	-950000	-50000
1186	1162	UNHAPPY MEDIUM	c002d50e565ec7ee	-294640	-34247	-233291
1187	1163	WAYBEACON	c00289d3cdcffebf	-225712	-102875	-99797
1188	1164	PESHT	bffffcb6569187e5	256784	-20787	374538
1189	1165	VIELETA	bffe000000000000	150000	50000	-250000
1190	1165	VIELETA	bffe000000000000	50000	250000	-150000
1191	1165	VIELETA	bffe000000000000	-50000	-750000	-50000
1192	1165	VIELETA	bffe000000000000	-150000	250000	50000
1193	1165	VIELETA	bffe000000000000	-250000	50000	150000
1194	1166	DWARNIA	bffde07d5ffcaa16	160720	9347	-1243007
1195	1167	EKA41 SERENADER	bffd65f722a0a2f5	356784	-25543	201616
1196	1168	EKA72 SLOPPY KILLER	bffcdb84714e0aee	-263568	-21446	-319080
1197	1169	EKA57	bffc2217ce728067	143216	27301	-449706
1198	1170	VALIETA	bff94393c1172131	87856	-94186	190820
1199	1171	CONCUBINE	bff90b30e5587772	112144	59562	-234333
1200	1172	TANITH	bff8fec08d700f30	-156784	-437190	-22791
1201	1173	BLUEFIRE 3	bff8abf84df2d7df	274288	9366	-600232
1202	1174	OREGOTH	bff89dd30b673180	-125712	-74213	-164911
1203	1175	VARG	bff8797137f8c73a	56784	-49130	548301
1204	1176	DRODARIN	bff7214381adecfc	16080	46760	-1922622
1205	1177	ASCS 12	bff6e9fd16694d30	-225712	-25558	-248256
1206	1178	EKA70 BLUE FLAME	bff6d2a4d415345a	-194640	-22325	-328266
1207	1179	UNAVENHORON	bff52bea77fce2d0	-325712	-131538	-30885
1208	1180	BUMMER	bff4a1128b2e0841	156784	-45538	180587
1209	1181	OL	bff3e2e9341cce53	250000	63157	-78718
1210	1182	FARYSCHE	bff34dd943901e15	-187856	-183432	-35013
1211	1183	DAI SIJIE	bff2f628f4d9fcee	256784	-74201	62198
1212	1184	NARGIL	bff1c764f9c95fc6	-56784	-115693	-169142
1213	1185	KALASTROMAS	bff0c37ed56add98	-25712	-145550	-279963
1214	1186	FALAFEL	bff0be932f1fbc6e	118928	-154763	56859
1215	1187	BLUE SHIFT	bff03b9b09117d4a	-125712	-20802	-387965
1216	1188	SCIMITAR	bff03aea2e599691	43216	105804	-221848
1217	1189	NONPLUS	bfefd40177f7e617	-25712	-84974	-455239
1218	1190	NIDFORSPID	bfeeda89bb8ae6d9	-325712	-231538	-12785
1219	1191	YARVON	bfee5cd75be6836e	-663568	208988	6842
1220	1192	NITRIS	bfedd1c9bc1f7da0	-187856	-483432	-10261
1221	1193	FELTHIA	bfecce3ab3517d77	356784	-102863	24528
1222	1194	DORISIA	bfec51c0d03d7cda	118928	-54763	135882
1223	1195	HIGHSON	bfec3aa7056f064d	-32496	-39402	-688968
1224	1196	ASCS 00030	bfec000000000000	-50000	-350000	-50000
1225	1197	HEADSHOT	bfebd09b48595131	563568	-3290	468797
1226	1198	LAN STAR GALAXIA	bfe93106b346f52a	-232496	-5408	-626112
1227	1199	SOVERYALONE	bfe8c503f063a255	56784	-47947	284303
1228	1200	FREYA	bfe7e985d7016458	81072	77486	-118953
1229	1201	SPLIT	bfe6b8242a208bf5	594640	-21744	54910
1230	1202	UNNEED	bfe5fbc51d8f39cc	318928	16574	-129965
1231	1203	STAR P12 M16	bfe526e9c2f6d39b	-187856	316568	11115
1232	1204	ARRAG'S HORN	bfe4621ecf43b79f	63568	-13125	763460
1233	1205	OLENARA	bfe310828a7f44d6	-18928	-229680	-137040
1234	1206	ASCS 00025	bfe2b52d61d37dc3	50000	-122511	95439
1235	1207	BRAXOS	bfe29df7591c37f8	18928	-140432	218872
1236	1208	YGLOLIA	bfe276052df1b270	-87856	-69100	-95029
1237	1209	FELID	bfe01a1f87e098ea	-325712	-31538	-48985
1238	1210	SHTAMAN	bfdfbf76246f65df	-156784	-37190	-85076
1239	1211	ANOTHER BUMMER	bfdfb399cdb20e09	-525712	-33043	-28515
1240	1212	DARRIGO	bfdf02b19e6f8c37	-118928	-236846	-17202
1241	1213	TALKARAS	bfdd76768e660618	763568	-121186	4975
1242	1214	CASIRIMI	bfdd40548c7c9113	8208	-36174	1539328
1243	1215	MEYNRENTS	bfdcc66a0ef33244	-118928	63154	59862
1244	1216	RIVER	bfdb2d747f4524c8	218928	-69094	28073
1245	1217	SOLLSETRENS	bfdaaffdc57bef2a	25712	-24397	664745
1246	1218	ST-T63363T0	bfd972e85af9bb2e	-25712	-45550	-339519
1247	1219	VOLMA	bfd8000000000000	50000	50000	-150000
1248	1219	VOLMA	bfd8000000000000	-50000	-150000	-50000
1249	1219	VOLMA	bfd8000000000000	-150000	50000	50000
1250	1220	RIBELLA 75	bfd4d8aad94ea2ac	218928	30906	-48140
1251	1221	EKA71	bfd4ce37f0f41408	294640	-2336	472318
1252	1222	ASCS 00026	bfd33b6c3fb30d22	150000	-29677	67505
1253	1223	LARCENET	bfd25a0085e1a1df	625712	-120217	3812
1254	1224	ASCS 00034	bfd23ce1c5d59158	187856	-15683	96725
1255	1225	SUNSET	bfd04d4cdbc24c76	-18928	-329680	-40819
1256	1226	CUSTARD	bfd00d94caa05d54	-18928	-129680	-102188
1257	1227	DIL	bfcf377b0ae96694	12144	145231	-138279
1258	1228	LONLEY SUN 2	bfcde4539a34502a	763568	-21186	14436
1259	1229	ASCS 10	bfc66884e4eb4c76	50000	-22511	155537
1260	1230	ONESOME	bfc543ffcb22c956	418928	2243	-176807
1261	1231	TRAVAIL	bfc4aedebf5a9aa5	-163568	-2358	-418951
1262	1232	ASCS 11	bfc0000000000000	-50000	-50000	-50000
1263	1233	YUINCA	bfbff4cb34294413	-12144	27311	376371
1264	1234	JULIA	bfbf545b2bebbddb	18928	-40432	159913
1265	1235	YLASTRAVENYA	bfbd8d3c6fda25a1	-56784	-15693	-129542
1266	1236	BEALISYC	bfbc93f0a94e1760	-187856	16568	35867
1267	1237	AMMANN	bfb96b25f339d83b	1424	-60400	1154420
1268	1238	KATMANDU	bfb7d1ff9ebe90b4	-256784	72385	5006
1269	1239	NACIREMA	bfb5e195dd47ca8c	-225712	-2875	-131716
1270	1240	AEWIREK	bfb3af314f2f1c8b	150000	-129677	3953
1271	1241	HULIRA	bfb21d94c0de3f6d	12144	45231	-128829
1272	1242	ACKENROHM	bfb01f5cef79abd5	43216	5804	-251085
1273	1243	KAYD	bfa881f157fc7756	-481072	153	650323
1274	1244	EVAW	bfa6a2c47e1b1936	-287856	2237	68657
1275	1245	ASCS 00028	bfa55a2fc9aba324	-118928	-36846	-9517
1276	1246	BALASTRACKONASTREYA	bfa35e38876c96a9	-18928	-29680	-67336
1277	1247	TRARTARTARNOV	bf24bd356ee6816e	150000	70323	-15
1278	1248	ILYASTRAFEL	3f7b698cca7833ab	-187856	-83432	427
1279	1249	HRENAN HALO	3f98bfc65ca0c6e4	356784	-2863	-23661
1280	1250	GONZOLIA	3f9b0be55bc11b8d	-932496	-32557	870
1281	1251	PERISTYLE	3fa62320c0ceae92	-18928	70320	-32484
1282	1252	ARBITER	3fa98479f6dd544e	-832496	862	-69451
1283	1253	NIHILANTH	3fafa41977dd3444	287856	-137180	-1565
